0x00000000,0x18,LOWBAND_UC
0x00000004,0x00,LOWBAND_UC
0x00000005,0x00,LOWBAND_UC
0x0000000A,0x00,LOWBAND_UC
0x00000013,0x01,LOWBAND_UC
0x00000138,0x04,LOWBAND_UC
0x0000013B,0x00,LOWBAND_UC
0x0000013E,0x02,LOWBAND_UC
0x00000200,0x01,LOWBAND_UC
0x00000202,0x00,LOWBAND_UC
0x00000203,0x00,LOWBAND_UC
0x00000204,0x01,LOWBAND_UC
0x00000207,0x00,LOWBAND_UC
0x00000208,0x00,LOWBAND_UC
0x00000209,0x00,LOWBAND_UC
0x00000210,0x00,LOWBAND_UC
0x00000220,0x00,LOWBAND_UC
0x00000221,0x00,LOWBAND_UC
0x00000222,0x00,LOWBAND_UC
0x00000223,0x00,LOWBAND_UC
0x00000224,0x00,LOWBAND_UC
0x00000225,0x00,LOWBAND_UC
0x00000226,0x00,LOWBAND_UC
0x00000227,0x00,LOWBAND_UC
0x00000228,0x00,LOWBAND_UC
0x00000240,0x00,LOWBAND_UC
0x00000281,0x00,LOWBAND_UC
0x00000282,0x00,LOWBAND_UC
0x00000283,0x01,LOWBAND_UC
0x00000284,0x00,LOWBAND_UC
0x00000285,0x00,LOWBAND_UC
0x00000286,0x00,LOWBAND_UC
0x00000287,0x01,LOWBAND_UC
0x0000028A,0x01,LOWBAND_UC
0x0000028B,0x00,LOWBAND_UC
0x000002A0,0x10,LOWBAND_UC
0x000002A1,0x0BF,LOWBAND_UC
0x000002A3,0x00,LOWBAND_UC
0x000002A4,0x00,LOWBAND_UC
0x000002A7,0x00,LOWBAND_UC
0x00000300,0x082,LOWBAND_UC
0x00000302,0x02,LOWBAND_UC
0x00000304,0x088,LOWBAND_UC
0x00000305,0x00,LOWBAND_UC
0x00000306,0x00,LOWBAND_UC
0x0000030D,0x0D1,LOWBAND_UC
0x00000600,0x00,LOWBAND_UC
0x00000601,0x00,LOWBAND_UC
0x0000060A,0x02,LOWBAND_UC
0x00000700,0x00,LOWBAND_UC
0x00000701,0x00,LOWBAND_UC
0x00000702,0x00,LOWBAND_UC
0x00000703,0x08,LOWBAND_UC
0x00000780,0x00,LOWBAND_UC
0x00000781,0x00,LOWBAND_UC
0x00000800,0x60,LOWBAND_UC
0x00000801,0x00,LOWBAND_UC
0x00000802,0x00,LOWBAND_UC
0x00000803,0x00,LOWBAND_UC
0x00000804,0x00,LOWBAND_UC
0x00000805,0x00,LOWBAND_UC
0x00000806,0x00,LOWBAND_UC
0x00000807,0x00,LOWBAND_UC
0x00000808,0x00,LOWBAND_UC
0x00000860,0x01,LOWBAND_UC